text,label
"Recently, I have been struggling with financial stress. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been dealing with backlogs. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been dealing with project submissions. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been struggling with placement season. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been dealing with upcoming exams. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been dealing with backlogs. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been struggling with financial stress. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been struggling with lack of sleep. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Recently, I have been struggling with competitive environment. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been dealing with placement season. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been dealing with financial stress. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been struggling with family expectations. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been dealing with academic pressure. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been struggling with academic pressure. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been dealing with low CGPA. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been struggling with academic pressure. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been dealing with academic pressure. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"In college, I have been dealing with family expectations. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been dealing with competitive environment. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been dealing with upcoming exams. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been dealing with placement season. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"In college, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been dealing with assignment deadlines. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been struggling with financial stress. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been dealing with low CGPA. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been dealing with low CGPA. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been struggling with lack of sleep. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been dealing with placement season. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been struggling with project submissions. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been dealing with assignment deadlines. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Recently, I have been struggling with family expectations. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been dealing with lack of sleep. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"In college, I have been dealing with assignment deadlines. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been struggling with project submissions. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been dealing with project submissions. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"In college, I have been struggling with financial stress. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been dealing with placement season. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been struggling with low CGPA. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been dealing with upcoming exams. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been struggling with low CGPA. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been struggling with assignment deadlines. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been dealing with hostel life. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been struggling with competitive environment. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been struggling with financial stress. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Recently, I have been dealing with family expectations. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been struggling with family expectations. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been dealing with family expectations. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been struggling with upcoming exams. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been struggling with backlogs. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Recently, I have been dealing with backlogs. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been dealing with financial stress. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been struggling with assignment deadlines. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Recently, I have been dealing with academic pressure. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been struggling with upcoming exams. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been struggling with lack of sleep. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been struggling with assignment deadlines. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been struggling with backlogs. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been struggling with family expectations. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been struggling with financial stress. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been dealing with assignment deadlines. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been struggling with project submissions. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been struggling with financial stress. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been struggling with low CGPA. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been struggling with placement season. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been dealing with academic pressure. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been dealing with competitive environment. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"In college, I have been dealing with project submissions. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"In college, I have been struggling with competitive environment. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been struggling with academic pressure. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been dealing with low CGPA. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been dealing with upcoming exams. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been dealing with lack of sleep. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been dealing with upcoming exams. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been struggling with placement season. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been struggling with financial stress. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been dealing with lack of sleep. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been struggling with project submissions. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been dealing with placement season. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been dealing with academic pressure. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Recently, I have been dealing with low CGPA. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been struggling with backlogs. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been dealing with backlogs. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been dealing with financial stress. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been dealing with assignment deadlines. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been struggling with project submissions. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been struggling with lack of sleep. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been dealing with family expectations. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been struggling with lack of sleep. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been struggling with low CGPA. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Recently, I have been dealing with family expectations. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been dealing with competitive environment. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"In college, I have been dealing with placement season. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been struggling with competitive environment. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been dealing with family expectations. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been dealing with lack of sleep. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been dealing with hostel life. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been struggling with upcoming exams. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been struggling with assignment deadlines. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been dealing with project submissions. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been dealing with financial stress. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been struggling with project submissions. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been struggling with academic pressure. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been struggling with lack of sleep. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been struggling with assignment deadlines. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been struggling with backlogs. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Recently, I have been dealing with backlogs. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Recently, I have been struggling with placement season. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been struggling with family expectations. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been struggling with lack of sleep. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Recently, I have been struggling with project submissions. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been struggling with placement season. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been dealing with project submissions. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been dealing with backlogs. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been dealing with financial stress. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been dealing with project submissions. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been struggling with assignment deadlines. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Recently, I have been struggling with assignment deadlines. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been dealing with hostel life. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Recently, I have been dealing with competitive environment. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Recently, I have been struggling with lack of sleep. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been struggling with placement season. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been dealing with assignment deadlines. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Recently, I have been struggling with competitive environment. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been dealing with academic pressure. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Recently, I have been struggling with financial stress. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been dealing with lack of sleep. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Recently, I have been struggling with backlogs. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Recently, I have been struggling with assignment deadlines. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been struggling with lack of sleep. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Recently, I have been dealing with project submissions. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been struggling with project submissions. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been struggling with upcoming exams. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been struggling with lack of sleep. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been dealing with low CGPA. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Recently, I have been dealing with backlogs. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been dealing with financial stress. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been struggling with backlogs. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been dealing with family expectations. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Recently, I have been dealing with hostel life. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"In college, I have been struggling with competitive environment. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Recently, I have been struggling with project submissions. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been struggling with placement season. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been dealing with placement season. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been struggling with upcoming exams. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been dealing with upcoming exams. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been dealing with financial stress. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"In college, I have been dealing with hostel life. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been struggling with lack of sleep. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been dealing with low CGPA. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been struggling with upcoming exams. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been struggling with family expectations. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Recently, I have been struggling with project submissions. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been dealing with academic pressure. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Recently, I have been dealing with assignment deadlines. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been struggling with upcoming exams. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been struggling with family expectations. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been struggling with low CGPA. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been dealing with backlogs. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Recently, I have been struggling with placement season. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been struggling with hostel life. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been dealing with lack of sleep. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been struggling with financial stress. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"This semester, I have been struggling with assignment deadlines. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been struggling with competitive environment. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been dealing with academic pressure. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been dealing with hostel life. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been dealing with upcoming exams. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been dealing with financial stress. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been dealing with financial stress. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been dealing with competitive environment. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been struggling with backlogs. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been dealing with upcoming exams. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been struggling with financial stress. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been dealing with hostel life. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"In college, I have been struggling with low CGPA. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Recently, I have been struggling with low CGPA. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been dealing with placement season. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Lately, I have been dealing with lack of sleep. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been dealing with academic pressure. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been dealing with academic pressure. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been struggling with project submissions. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been struggling with assignment deadlines. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been struggling with assignment deadlines. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been dealing with academic pressure. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"In college, I have been dealing with project submissions. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"As a student, I have been struggling with backlogs. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been struggling with family expectations. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"As a student, I have been struggling with placement season. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been struggling with placement season. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Lately, I have been dealing with assignment deadlines. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"This semester, I have been struggling with assignment deadlines. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been struggling with financial stress. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been dealing with financial stress. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
"Over the past few weeks, I have been struggling with placement season. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"Over the past few weeks, I have been struggling with backlogs. I feel overwhelmed, hopeless, and unable to see a positive future. The pressure keeps building and I often feel emotionally exhausted.",suicidal
"In college, I have been dealing with lack of sleep. Although it is stressful, I am trying to stay positive, seek support, and work through my challenges one step at a time.",non-suicidal
